product_name,brand,category,price_inr,raw_ingredients,region,price_gbp,highlights
CeraVe Resurfacing Retinol Serum,CeraVe,treatment,1200,"Aqua, Retinol, Ceramide NP, Niacinamide, Glycerin",India;UK,11.43,"**Why choose this?** Dermatologist-developed with essential ceramides for barrier repair. **Best for:** Treatments target specific concerns like acne, dark spots, or fine lines with potent active ingredients. **Price tier:** Premium. Premium investment with concentrated actives and advanced formulations. **Key benefit:** Helps reduce fine lines, acne, and boosts collagen production over time."
Neutrogena Hydro Boost Water Gel,Neutrogena,moisturiser,650,"Aqua, Hyaluronic Acid, Glycerin, Panthenol, Vitamin E",India;UK,6.19,"**Why choose this?** Trusted drugstore brand with extensive sun protection expertise. **Best for:** Moisturisers lock in hydration and strengthen the skin barrier, keeping skin healthy and balanced. **Price tier:** Mid-range. Balanced price point with quality ingredients for regular use. **Key benefit:** Formulated to improve overall skin health and address specific concerns."
Neutrogena Rapid Wrinkle Retinol Serum,Neutrogena,treatment,950,"Aqua, Retinol, Glycerin, Hyaluronic Acid, Panthenol",India;UK,9.05,"**Why choose this?** Trusted drugstore brand with extensive sun protection expertise. **Best for:** Treatments target specific concerns like acne, dark spots, or fine lines with potent active ingredients. **Price tier:** Mid-range. Balanced price point with quality ingredients for regular use. **Key benefit:** Helps reduce fine lines, acne, and boosts collagen production over time."
Neutrogena Bright Boost Face Wash,Neutrogena,cleanser,450,"Aqua, Vitamin C, Niacinamide, Glycerin, Panthenol",India;UK,4.29,"**Why choose this?** Trusted drugstore brand with extensive sun protection expertise. **Best for:** Cleansers are the first step in any routine — they remove dirt, oil, and impurities without stripping the skin. **Price tier:** Budget. Great value for daily use without burning a hole in your pocket. **Key benefit:** Formulated to improve overall skin health and address specific concerns."
Simple Water Boost Hydrating Serum,Simple,serum,450,"Aqua, Glycerin, Panthenol, Allantoin, Vitamin E",India;UK,4.29,"**Why choose this?** Gentle, no-frills formulations free from fragrance and harsh chemicals. **Best for:** Serums deliver high concentrations of active ingredients directly into the skin for targeted results. **Price tier:** Budget. Great value for daily use without burning a hole in your pocket. **Key benefit:** Formulated to improve overall skin health and address specific concerns."
Simple Kind to Eyes Eye Cream,Simple,treatment,350,"Aqua, Glycerin, Panthenol, Allantoin, Vitamin E",India;UK,3.33,"**Why choose this?** Gentle, no-frills formulations free from fragrance and harsh chemicals. **Best for:** Treatments target specific concerns like acne, dark spots, or fine lines with potent active ingredients. **Price tier:** Budget. Great value for daily use without burning a hole in your pocket. **Key benefit:** Provides lasting hydration and maintains a healthy moisture barrier."
Garnier Skin Naturals Vitamin C Serum,Garnier,serum,499,"Aqua, Vitamin C, Niacinamide, Glycerin, Salicylic Acid",India;UK,4.75,"**Why choose this?** Accessible drugstore brand with natural ingredient infusions. **Best for:** Serums deliver high concentrations of active ingredients directly into the skin for targeted results. **Price tier:** Budget. Great value for daily use without burning a hole in your pocket. **Key benefit:** Brightens skin tone, fades dark spots, and protects from environmental damage."
Garnier Bright Complete Face Wash,Garnier,cleanser,350,"Aqua, Vitamin C, Niacinamide, Glycerin, Panthenol",India;UK,3.33,"**Why choose this?** Accessible drugstore brand with natural ingredient infusions. **Best for:** Cleansers are the first step in any routine — they remove dirt, oil, and impurities without stripping the skin. **Price tier:** Budget. Great value for daily use without burning a hole in your pocket. **Key benefit:** Formulated to improve overall skin health and address specific concerns."
L'Oréal Hydra Genius Moisturiser,L'Oreal,moisturiser,650,"Aqua, Hyaluronic Acid, Glycerin, Panthenol, Vitamin E",India;UK,6.19,"**Why choose this?** Global leader in beauty with advanced skincare research. **Best for:** Moisturisers lock in hydration and strengthen the skin barrier, keeping skin healthy and balanced. **Price tier:** Mid-range. Balanced price point with quality ingredients for regular use. **Key benefit:** Provides lasting hydration and maintains a healthy moisture barrier."
L'Oréal Retinol Night Cream,L'Oreal,treatment,899,"Aqua, Retinol, Glycerin, Hyaluronic Acid, Ceramide NP",India;UK,8.56,"**Why choose this?** Global leader in beauty with advanced skincare research. **Best for:** Treatments target specific concerns like acne, dark spots, or fine lines with potent active ingredients. **Price tier:** Mid-range. Balanced price point with quality ingredients for regular use. **Key benefit:** Helps reduce fine lines, acne, and boosts collagen production over time."
Nivea Creme,Nivea,moisturiser,150,"Aqua, Mineral Oil, Glycerin, Panthenol, Fragrance",India;UK,1.43,"**Why choose this?** Classic drugstore brand offering reliable hydration at accessible prices. **Best for:** Moisturisers lock in hydration and strengthen the skin barrier, keeping skin healthy and balanced. **Price tier:** Budget. Great value for daily use without burning a hole in your pocket. **Key benefit:** Formulated to improve overall skin health and address specific concerns."
Nivea Sun Protect SPF50,Nivea,sunscreen,400,"Aqua, UV Filters, Glycerin, Vitamin E, Panthenol",India;UK,3.81,"**Why choose this?** Classic drugstore brand offering reliable hydration at accessible prices. **Best for:** Sunscreen is the most important step — it protects against UV damage, premature aging, and hyperpigmentation. **Price tier:** Budget. Great value for daily use without burning a hole in your pocket. **Key benefit:** Broad-spectrum UV protection to prevent photoaging and hyperpigmentation."
Bioderma Sensibio Micellar Water,Bioderma,cleanser,699,"Aqua, Glycerin, Cucumber Extract, Panthenol, Allantoin",India;UK,6.66,"**Why choose this?** French pharmacy pioneer in sensitive skin and micellar technology. **Best for:** Cleansers are the first step in any routine — they remove dirt, oil, and impurities without stripping the skin. **Price tier:** Mid-range. Balanced price point with quality ingredients for regular use. **Key benefit:** Formulated to improve overall skin health and address specific concerns."
Bioderma Photoderm Sunscreen,Bioderma,sunscreen,1100,"Aqua, UV Filters, Glycerin, Vitamin E, Panthenol",India;UK,10.48,"**Why choose this?** French pharmacy pioneer in sensitive skin and micellar technology. **Best for:** Sunscreen is the most important step — it protects against UV damage, premature aging, and hyperpigmentation. **Price tier:** Premium. Premium investment with concentrated actives and advanced formulations. **Key benefit:** Broad-spectrum UV protection to prevent photoaging and hyperpigmentation."
Moiz Cleansing Lotion,Moiz,cleanser,425,"Aqua, Glycerin, Panthenol, Allantoin, Vitamin E",India,4.05,"**Why choose this?** Gentle Indian brand formulated for extremely sensitive and dry skin. **Best for:** Cleansers are the first step in any routine — they remove dirt, oil, and impurities without stripping the skin. **Price tier:** Budget. Great value for daily use without burning a hole in your pocket. **Key benefit:** Formulated to improve overall skin health and address specific concerns."
Moiz Moisturising Lotion,Moiz,moisturiser,375,"Aqua, Glycerin, Panthenol, Ceramide NP, Squalane",India,3.57,"**Why choose this?** Gentle Indian brand formulated for extremely sensitive and dry skin. **Best for:** Moisturisers lock in hydration and strengthen the skin barrier, keeping skin healthy and balanced. **Price tier:** Budget. Great value for daily use without burning a hole in your pocket. **Key benefit:** Provides lasting hydration and maintains a healthy moisture barrier."
